NM_BAIRRO;NM_LOGRADO;NU_NUMERO;NM_COMPLEM
ROCINHA;RUA DO CANAL;48;1 ANDAR - PREDIO VERMELHO
ROCINHA;RUA UM;;TRAVESSA 49
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;RUA TRES;48;BC 38/ APT 102
ROCINHA;ESTRADA DA GAVEA;403;
ROCINHA;ESTRADA DA GAVEA;780;CASA A FUNDOS
ROCINHA;RUA DOIS;91;
ROCINHA;RUA DOIS;;TRAVESSA 56
ROCINHA;TRAVESSA KATIA;21;301
ROCINHA;RUA DA FONTE JESUS;;EM FRENTE AO BAR DO SR MEIRELE
ROCINHA;RUA DO CANAL;184;CASA 102
ROCINHA;RUA QUATRO;;BC 55 CASA 09
ROCINHA;RUA DOIS;165;TRAV 11
ROCINHA;TRAVESSA GREGORIO;14A;
ROCINHA;TRAVESSA 13;13;VILA ROUPA SUJA
ROCINHA;RUA 03;105;TRAVESSA 13
ROCINHA;RUA QUATRO - TRAV 10;;
ROCINHA;TRAVESSA CVAMPO ESPERANCA;35;CS BA
ROCINHA;CAMPO ESPERANCA;40;
ROCINHA;RUA DO CANAL;301;CAMPO ESPERANCA
ROCINHA;VILA RAIZ;180;CASA
ROCINHA;TRAV GREGORIO;8;
ROCINHA;TRAVESSA LUZ;8;GVOEPT
ROCINHA;TRAVESSA FLORES;10;202
ROCINHA;TRAVESSA 12 - VILA ROUPA SUJA;;
ROCINHA;RUA DIONEIA;712;APT 101
ROCINHA;BECO E;11;VILA VERDE
ROCINHA;VILA MACEGA -TRAV 45;5;FUNDOS
ROCINHA;ESTRADA DA GAVEA;259;ENADAO
ROCINHA;RUA DOIS;;BL B CSA 02
ROCINHA;ESTRADA DA GAVEA;199;
MANGUINHOS;BECO BRASILIA;6;COMUNIDADE CHP 2
MANGUINHOS;RUA LOURIVAL;47;
ROCINHA;ESTRADA DA GAVEA;;
MANGUINHOS;RUA REGINA;7;AV DEMOCRATICOS
MANGUINHOS;RUA 1 TRAVESSA 4;;EMBRATEL
ROCINHA;RUA UM - TRAV 14;34;CASA
MANGUINHOS;RUA LEOPOLDO BULHOES;7540;BLOCO 05 APT 202
MANGUINHOS;RUA MARIANA;6;B
MANGUINHOS;RUA MIRANDA;21;
ROCINHA;TRAVESSA LUZ;14;APT 302
ROCINHA;RUA 02 BECO 1;5;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA PARANA;22;
MANGUINHOS;RUA JUVENAL;37;
MANGUINHOS;R7UA NOVA CAP;17;CASA 02
MANGUINHOS;BECO SAO DANIEL;;
MANGUINHOS;RUA SAO JORGE;12;
ROCINHA;TRAVESSA ROUPA SUJA;182;
ROCINHA;ESTRADA DA GAVEA;24;RUA 4 CASA  2
MANGUINHOS;RUA DR JOVIANO;706;CASA 1
MANGUINHOS;RUA JUVENAL;18;
MANGUINHOS;RUA CAIO MARTINS;22;
MANGUINHOS;RUA TIMBIRA;;CASA 11 SOBRADO
MANGUINHOS;RUA NAZARE;38;
MANGUINHOS;RUA NOVA;105;VILA SAO PEDRO
MANGUINHOS;RUA PERNAMBUCO;70;
ROCINHA;RUA ANDORINHA;33;PAVAOZINHO
MANGUINHOS;RUA MARAVILHA;S/N;
MANGUINHOS;RUA LEOPOLDO BULHOES;800;RUA 21 QUADRA 28
MANGUINHOS;RUA MERIVELTON MARTINS;4;CASA 06
MANGUINHOS;RUA SAO BENTO;2;
MANGUINHOS;RUA SAO DANIEL;4;CHP 2
MANGUINHOS;PRACA ZUMBI DOS PALMARES;S/N;CASA 01
ROCINHA;CAMINHO DO TERREIRAO TRAVESSA 1;;CASA 17 - VILA VERMAELHA
ROCINHA;ESTRADA DA GAVEA;168;CASA 18
ROCINHA;MACEGA MC 01;;TRAVESSA 28
ROCINHA;ESTRADA DA GAVEA;327;APT 301
ROCINHA;ESTRADA  DA GAVEA;9 E;
MANGUINHOS;AV DEMOCRATICOS;22;RUA ISA
MANGUINHOS;RUA SAO MATEUS;11;CASA B
MANGUINHOS;RUA DA LIBERDADE;122;RUA NOVA 2 ANDAR
MANGUINHOS;RUA DEMOCRATICOS;17;RUA DA BICA
ROCINHA;ESTRADA DA GAVEA;S/N;RUA 02
MANGUINHOS;FAVELA PARQUE PROLETARIO DA VILA TURISMO;75;RUA PAU BRASIL CASA 03 FDS
MANGUINHOS;RUA CAO MARTINS;22;
MANGUINHOS;RUA SAO JOSE;55;CASA 01
MANGUINHOS;RUA ROSA DA FONSECA;226;CASA 07 SOBRADO
MANGUINHOS;RUA LEOPOLDO BULHOES;952;RUA BEIRA RIO 03
MANGUINHOS;RUA LEOPOLDO BULHOES;2;
ROCINHA;RUA DO VALAO / CAMPO ESPERANCA;39;
ROCINHA;ESTRADA DA GAVEA;521;APT 503
ROCINHA;RUA DO CANAL TRAV08;401;
MANGUINHOS;RUA MARANHAO;15;
MANGUINHOS;RUA BURITI;21;
ROCINHA;RUA 02 TRAVESSA 23;2;
ROCINHA;CAMINHO DO TERREIRAO, TRAVESSA 02 N? 47;47;CASA 01
ROCINHA;ESTRADA DA GAVEA;259;CASA 05
ROCINHA;ESTRADA DA GAVEA;199;TRAVESSA 17 CAMINHO DA MINA
ROCINHA;VILA VERMELHA;;
ROCINHA;CAMINHO DO TERREIRAO;;
ROCINHA;RUA 1 BECO 35 APT 101;;APT 101
ROCINHA;ESTRADA DA GAVEA;259;TRAVESSA 22
MANGUINHOS;RUA OSWALDO CRUZ;55;B
ROCINHA;RUA 1;31;CASA 2
ROCINHA;RUA 1 TRAVESSA 5 CASA 11;;
ROCINHA;TRAVESSA UNIAO;33;CASA 10
MANGUINHOS;RUA GUARANHEUS;41;
MANGUINHOS;RUA LEOPOLDO BULHOES;4;613
ROCINHA;RUA 4 N? 15 TRAVESSA 19;;
ROCINHA;RUA 4;15;TRAVESSA 19
ROCINHA;TRAVESSA DR BENTO RUBIAO;4;APT 201
ROCINHA;RUA 02 CAMPO ESPERANCA TRAVESSA 60;5;
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;646;CASA 30 - RUA C PROJETADA
ROCINHA;RUA 02 CASA 38;;CASA 38
ROCINHA;RUA DOIS TRAVESSA 40;40;
ROCINHA;RUA 2 TRAVESSA 14;;CASA 60
ROCINHA;ESTRADA DA GAVEA;520;V APT 201
ROCINHA;RUA 04 TRAVESSA 67;10;
ROCINHA;RUA 2;40;TRAVESSA 54
ROCINHA;RUA 04 TRAVESSA 10 APT 201;27;EM FRENTE AO BAR JURANDIR
ROCINHA;RUA DA FONTE;82;APT 302
MANGUINHOS;TRAVESSA CINQUENTA E SEIS;21;VILA PINHEIRO
ROCINHA;RUA DOIS;113;CASA
ROCINHA;ESTRADA DA GAVEA;520;APT 203
ROCINHA;RUA UM BC 53;;
MANGUINHOS;RUA LEOPOLDO BULHOES;540;MANDELA II - ENDERECO DA IRMA
ROCINHA;VIA APIA;14;APT 302
MANGUINHOS;LEOPOLDO BULHOES;529;RUA DAS OFICINAS 180
MANGUINHOS;;;
MANGUINHOS;RUA SAO JOSE;51;
MANGUINHOS;RUA FLAVIA;81;CASA 12
MANGUINHOS;RUA MANOEL RIBEIRO VASCONCELOS;;BL 20 AP 103
MANGUINHOS;RUA JOSE MOREIRA PEQUENO;243;AP 503
ROCINHA;ESTRADA DA GAVEA;310;CASA 07
MANGUINHOS;ROS DA FONSECA;106;
ROCINHA;TRAVESSA FLORET;20;102
MANGUINHOS;AVENIDA DOM HELDER CAMARA;1390;POPULACAO DE RUA
ROCINHA;VILA ROUPA SUJA TV 6;;07.
ROCINHA;BECO ONZE;5;
MANGUINHOS;GERMANO FIRMINO DOS SANTOS;15;APARTAMENTO 107
ROCINHA;RUA 02 TRAVESSA 37;1;303
ROCINHA;ESTRADA DA GAVEA;259;RUA UM
ROCINHA;RUA CAMINHO DO BOIADEIRO;15;
ROCINHA;TV CAMPOS ESPERANCA;19;
ROCINHA;RUA TRES TRAVESSA DEZ;50;CAS 02
MANGUINHOS;RUA SAO DANIEL;56;
ROCINHA;RUA TRAVESSA ESPERANCA;19;
ROCINHA;RUA II TRAVESSA 54;S/N;
ROCINHA;RUA DOIS;178;CASA 03
ROCINHA;RUA DOIS;4;
MANGUINHOS;VIA C 04 TRAVESSA 08;19;MARE
ROCINHA;TRAVESSA BEQUICELO 7;;CASA 2
ROCINHA;RUA DO CANAL;28;4 ANDAR
ROCINHA;RUA 1 BECO 39 CASA 25;25;
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;;2/99998-06
MANGUINHOS;RUA 20 QUADRA 23;21;CASA MANDELA 1
MANGUINHOS;RUA NOSSA SENHORA DE FATIMA;16;
MANGUINHOS;LEOPOLDO BULHOES;700;QUADRA 39/ C/ 22
MANGUINHOS;RUA NAZARE;3;
MANGUINHOS;RUA MIRANDA;33;
MANGUINHOS;RUA LEOPOLDO BULHOES;700;QD/25 C/02 SAMORA MACHEZ
MANGUINHOS;RUA MIRANDA;77;B
MANGUINHOS;RUA LEOPOLDO BULHOES;700;QD/24 C/05
MANGUINHOS;RUA ISABEL;21;
MANGUINHOS;AVENIDA DOM HELDER CAMARA;1184;BL 05 AP 101
MANGUINHOS;RUA MIRANDA;77;CHP2
MANGUINHOS;RUA ISABEL;21;COMUNIDADE CHP2
MANGUINHOS;SITUACAO DE RUA;;
MANGUINHOS;SITUACAO DE RUA;;
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;1500;SITUACAO DE RUA
MANGUINHOS;RUA LEOPOLDO BULHOES;529;RUA 7 CASA 29
MANGUINHOS;AVENIDA DOM HELDER CAMARA;1184;BL 6 AP 129
MANGUINHOS;MORADOR DE RUA;;
MANGUINHOS;RUA MARIANA;8;
MANGUINHOS;IGNORADO;;SITUACAO DE RUA
MANGUINHOS;MORADOR DE RUA;;
MANGUINHOS;AVENIDA DOM HELDER CAMARA;780;CASA 2
MANGUINHOS;RUA CINCO;;C 1 TERRENOS EMBRATEL
MANGUINHOS;RUA NAZARE;16;
MANGUINHOS;RUA RANGEL;26;
MANGUINHOS;RUA 19;S/N;QD 23 C/41
MANGUINHOS;RUA REGINA;7;COMUNIDADE CHP2
MANGUINHOS;RUA 19;7;CASA/ QUADRA 19
MANGUINHOS;AVENIDA DEMOCRATICOS;26;
MANGUINHOS;RUA LEOPOLDO BULHOES;S/N;BL/13 AP/410
MANGUINHOS;RUA 12;S/N;QD/13 C/13
MANGUINHOS;RUA LEOPOLDO BULHOES;;BL/ 07 /203
MANGUINHOS;LEOPOLDO BULHOES;700;QD 19/ C 4
MANGUINHOS;RUA ADELAIDE  AVENIDA DEMOCRATICOS;25;
MANGUINHOS;;;
MANGUINHOS;RUA LEOPOLDO BULHOES;400;BLOCO 13 APT 410
MANGUINHOS;RUA CINCO;23;RUA LEOPOLDO BULHOES
MANGUINHOS;RUA MIRANDA;25;CHP2
MANGUINHOS;RUA TRES;3;CASA 3
MANGUINHOS;RUA DEMOCRATICOS;30;RUA AMARAL 11 B
MANGUINHOS;RUA AMARAL;15;
MANGUINHOS;RUA SANTO OLAVO;12;
MANGUINHOS;RUA NAZARE;45;
MANGUINHOS;BECO SAO COSME;5;
MANGUINHOS;RUA SAO MATEUS;11;B
MANGUINHOS;RUA AMELIA PINHEIRO;7;TERREO
MANGUINHOS;RUA ISA;19;
MANGUINHOS;RUA SAO DANIEL;16 B;
ROCINHA;ESTRADA DA GAVEA RUA 01 TRAVESSA 36 / 05;;
ROCINHA;RUA DOIS TRAVESSA 19;5;
MANGUINHOS;RUA SAO JOSE;10;
MANGUINHOS;RUA SAO JORGE;12;SOBRADO CASA 05
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;39;SAO JOSE B
MANGUINHOS;TRAVESSA GIL GAFREE;26;TERREO
MANGUINHOS;RUA LEOPOLDO BULHOES;900;QUADRA 2 CASA 202 A
MANGUINHOS;RUA PERNAMBUCO;29;CASA
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;144;SOBRADO
MANGUINHOS;RUA SAO JOSE;66;CASA
MANGUINHOS;RUA LEOPOLDO BULHOES;900;604 - QD 6 - SOBRADO
MANGUINHOS;RUA NAZARE;38;CASA
MANGUINHOS;ESTRADA DE MANGUINHOS;32;SOBRADO
MANGUINHOS;RUA SAO JOSE;39;CASA
MANGUINHOS;AVENIDA DOM HELDER CAMARA;1390;ABRIGO LEAO XIII
MANGUINHOS;RUA SAO PEDRO;30;CASA
MANGUINHOS;RUA BEIRA RIO;9;
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;16;
MANGUINHOS;RUA NAZARE;51;
ROCINHA;RUA DOIS;;
ROCINHA;RUA 2 TRAVESSA 15;15;CASA 38
ROCINHA;BECO QUATROCENTOS E QUINZE;23A;
MANGUINHOS;RUA MIRANDA;28;
ROCINHA;RUA 02 TRAVESSA 36 CASA 12;12;
ROCINHA;RUA 4 - TV 29;24A;
ROCINHA;TRAVESSA 37 SOBRADO;55;
ROCINHA;VILA ROUPA SUJA TRAVESSA 01;;CASA 01
ROCINHA;RUA DA FONTE TRAVESSA 17;10;
MANGUINHOS;RUA DEZ;12;QUADRA 20
MANGUINHOS;PRACA AMERICO JUNIOR;16;VILA TURISMO
ROCINHA;TRAVESSA LIBERDADE;42;DBTB
ROCINHA;RUA 1 CASA 02;;TERREIRAO
MANGUINHOS;RUA SAO DANIEL;56;PQ JOAO GOULART
ROCINHA;ESTRADA DA GAVEA;;
ROCINHA;RUA 02;;
MANGUINHOS;RUA CARLOS CHAGAS;157;C 3
MANGUINHOS;RUA ODELAIDE;50;CHP2 DEMOCRATICOS
MANGUINHOS;ISA;19;
MANGUINHOS;BECO DOS MINEIROS;15;
ROCINHA;TRAVESSA DO AMIR;11;CACHOPA
ROCINHA;ESTRADA DA GAVEA;520;215
ROCINHA;RUA DA MATA;23;CASA 01
ROCINHA;VILA ROUPA SUJA;;
ROCINHA;RUA VALAO;310;BECO 01
ROCINHA;ROUPA SUJA;25;TRAVESSA 3
ROCINHA;;4;TV 41
ROCINHA;TRAVESSA CATIA;33;APT 302
ROCINHA;ESTRADA DA GAVEA;196;RUA 2
ROCINHA;RUA 1;187;CASA 1 FUNDOS
ROCINHA;TRAVESSA DA GAVEA;;CASA 2 RUA 1
ROCINHA;RUA 2 TRAVESSA 48;130;
ROCINHA;TRAVESSA OLIMPICA;25;
ROCINHA;ESTRADA DA GAVEA;558;APT 301
ROCINHA;RUA DOIS;194;
ROCINHA;TV SILVA;9;APT 102
ROCINHA;ESTRADA DA GAVEA;555;502
ROCINHA;RUA DO CANAL;37;
ROCINHA;TRAVESSA ESPERANCA (CORRESPONDENCIA);20;
ROCINHA;RUA UM TRAV 53;;
ROCINHA;RUA UM;530;2 ANDAR
ROCINHA;ESTRADA DA GAVEA - RUA UM;50;
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;ESTRADA DA GAVEA RUA 1;;TRAVESSA 33
ROCINHA;RUA UM;88;
ROCINHA;ESTRADA DA GAVEA;199;CS1
ROCINHA;RUA UM;;BC51
ROCINHA;ESTRADA DA GAVEA;258;RUA UM
ROCINHA;RUA UM;36;
ROCINHA;RUA UM  BC38 TRAV 14;;CS02
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;RUA UM TRAV 47;;CS 02
ROCINHA;RUA JOSE INACIO;13;
ROCINHA;ESTRADA DA GAVEA;523;
ROCINHA;RUA UM;;
ROCINHA;ESTRADA DA GAVEA;327;CASA 5 APT 101
ROCINHA;RUA 1 V 178;5;CASA
ROCINHA;ESTRADA DA GAVEA;259;CASA 64
ROCINHA;ESTRADA DA GAVEA;349;
ROCINHA;RUA UM - TRAVESSA 48;;CASA 04
ROCINHA;ESTRADA DA GAVEA;255;APT? 303
ROCINHA;ESTARDA DA GAVEA , RUA DOIS;369;TRAV.  A
ROCINHA;ESTRADA DA GAVEA;147;FUNDOS
ROCINHA;RUA 04;39;TRAVESSA 03 - CASA 101
ROCINHA;RUA DO CANAL;19;
ROCINHA;MACEGA;;
ROCINHA;ESTRADA DA GAVEA;259;VILA VERMELHA
ROCINHA;RUA 1 TV 30;;
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;RUA UM TRAVESSA 36;66 C;MACEGA POCINHO
ROCINHA;RUA UM;1;
ROCINHA;BECO DO MAO MOLE;199;TRAVESSA 8
ROCINHA;ESTRADA DA GAVEA;199;TRAVESSA 18 - CASA 65
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;ESTRADA DA GAVEA;259;RUA UM
ROCINHA;RUA 01;259;
ROCINHA;RUA UM       TRAVESSA 28;70;CASA
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;RUA 1;259;BECO 37 B
ROCINHA;RUA 1 MACEGA;6;
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 , TRAVESSA 9
ROCINHA;RUA UM - TV 12 - CASA 1;;PREDIO DO GERSON
ROCINHA;ESTRADA DA GAVEA;;ESCADAO
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 - TV 40 - CASA 5 - S/N
ROCINHA;ESTRADA DA GAVEA;31;RUA 2 - BECO 1
ROCINHA;ESTRADA DA GAVEA;259;TV 17 FUNDOS
ROCINHA;ESTRADA DA GAVEA;369;RUA 2 - CASA 17
ROCINHA;RUA 1;23;
MANGUINHOS;RUA NAZARE;19;ESTR DE MANGUINHOS-CHP2
ROCINHA;ESTRADA DA GAVEA;;RUA 4 CASA 37
ROCINHA;RUA 2;S/N;
ROCINHA;TRAVESSA BIQUINHA;3;CASA 09
ROCINHA;ESTRADA DA GAVEA RUA 1;;CASA 02
ROCINHA;RUA 1;259;ESTRADA DA GAVEA
ROCINHA;;;
ROCINHA;TRAVESSA ESPERANCA;19;
ROCINHA;RUA 3;;BECO 38 CASA 12
MANGUINHOS;RUA LEOPOLDO BULHOES;700;RE 9 DBTB 4
MANGUINHOS;RUA JUVENAL;41;
MANGUINHOS;AV DOS DEMOCRATICOS;41;
MANGUINHOS;RUA LEOPOLDO BULHOES;540;BLOCO 2 / 301
MANGUINHOS;RUA DA PASSAGEM;;QUADRA 38
MANGUINHOS;VILA PINHEIRO 2;2;RUA B
MANGUINHOS;RUA ROSA DA FONSECA;351;CASA 02
MANGUINHOS;RUA DEPUTADO SAMIR JORGE;35;
MANGUINHOS;AV DEMOCRATICOS;35;RUA DEP SAMIR JORGE
MANGUINHOS;RUA NAZARE;89;DBTB
ROCINHA;ESTRADA DA GAVEA;199;TRAVESSA 8     865
ROCINHA;ESTRADA DA GAVEA;199;
MANGUINHOS;AV DEMOCRATICOS;70;
MANGUINHOS;TRAVESSA KELY;9;CASA
ROCINHA;PORTAO VERMELHO VILA VITORIA;10;APT 301
ROCINHA;RUA DA TRAVESSA;1;CASA 5
ROCINHA;ESTRADA DA GAVEA;2;CASA 2 FUNDOS
ROCINHA;RUA 1;;TRAVESSA 11  - MACEGA
ROCINHA;ESTRADA DA GAVEA;259;TRAVESSA 13 RUA UM
ROCINHA;TRAVESSA ESPERANCA;15;
MANGUINHOS;RUA MIRANDA;36;CASA 2
ROCINHA;ESTRADA DO ITANHAGA;2785;CASA 4000
ROCINHA;VILA RAIZ TRAV 08;S/N;CASA
ROCINHA;TRAVESSA OLIVEIRA;33;504
MANGUINHOS;RUA DOS DEMOCRATICOS;S/N;
ROCINHA;RUA DA MATA;2;
ROCINHA;RUA DO CANAL TV 16;101;
ROCINHA;RUA 02;153;DBTB
ROCINHA;RUA DA FONTE;112;
ROCINHA;CAMPO ESPERANCA;;
ROCINHA;TRAV RAIZ;102;CASA
ROCINHA;CAMPO ESPERANCA;237;
ROCINHA;TRAV LUZ;4;304
ROCINHA;BECO DO PERNAMBUCANO;30;
ROCINHA;RUA DOIS BC02;S/N;
ROCINHA;VILA ROUPA SUJA - TRAV 11;45;CASA01
ROCINHA;RUA DO CANAL   BECO DO PERNAMBUCANO;;
ROCINHA;RUA DOIS TRAV 60;;CASA 120
ROCINHA;VILA RAIZ;;
ROCINHA;RUA DA MATA;42;
ROCINHA;RUA DOIS;111;CASA 137
ROCINHA;VILA RAIZ;;TRAV 11
ROCINHA;BC02;156;CS04
ROCINHA;BECO DO PERNAMBUCO;22;
ROCINHA;VILA RAIZ, BECO 12;120;CASA
ROCINHA;;;CASA
ROCINHA;RUA DOIS TRAVESSA 08;28;
ROCINHA;RUA DOIS;200;
ROCINHA;RUA DO CANAL;310;303
ROCINHA;TRAVESSA UM;38;
ROCINHA;CAMPO ESPERANCA;;
ROCINHA;RUA DOIS TRAVESSA  SEM NUMERO;50;CASA 01
ROCINHA;CAMINHO DO BOIADEIRO;2;CASA 144
ROCINHA;RUA DO CANAL;37;APT 301
ROCINHA;TRAVESSA 8;;
ROCINHA;TRAVESSA CAMPO ESPERANCA;7;
ROCINHA;TRAVESSA CAMPO DA ESPERANCA;;
ROCINHA;TRAVESSA 01;225;CASA
ROCINHA;VILA RAIZ, TRAVESSA 08;25;CASA 03
ROCINHA;RUA DOIS;180;CASA B - RAIZ
ROCINHA;RUA DOIS TRAVESSA SEIS;35;
ROCINHA;VIA APIA;36;APT 103
ROCINHA;;;
ROCINHA;RUA DO CANAL , BECO DO KERA;;
ROCINHA;TV MESOPOTANIA;34;APT 403
ROCINHA;VILA RAIZ TRAVESSA;5;CASA 69
ROCINHA;TRAVESSA 9 VILA RAIZ;90;CASA A
ROCINHA;BECO DA PAZ;26;VILA VERDE
ROCINHA;;;
ROCINHA;RUA DO CANAL;29;BECO DO PERNAMBUCO
ROCINHA;TV FLORES;9;APT 205
ROCINHA;;;CASA 55
ROCINHA;RUA TRAMORIM;64;
ROCINHA;TRAVESSA LIBERDADE;42;APT 201
ROCINHA;TV CAMPO ESPERANCA;38;
ROCINHA;TV 09 CASA 100;;CASA 100
MANGUINHOS;LEOPOLDO BULHOES;952;CASA 4 BECO DA VERDADE
ROCINHA;ESTRADA DA GAVEA;250;CASA 34
MANGUINHOS;;;
ROCINHA;RUA DA LADEIRA;15CASA;
ROCINHA;RUA 2;;CASA 10 A
ROCINHA;RUA QUATRO TRAV 10;1;
ROCINHA;RUA TRES - TRAV 12;S/N;
ROCINHA;ESTRADA DA GAVEA;375;S/N
ROCINHA;RUA QUATRO;81;
ROCINHA;RUA DOIS;;
ROCINHA;TRAV OLIMPICA;31;
ROCINHA;RUA QUATRO;3;APT 201
ROCINHA;RUA DIONEIA;308;
ROCINHA;TRAV PRIMEIRO DE MAIO;7;
ROCINHA;BECO 11;;2 PREDIO  A ESQUERDA 2 ANDAR
MANGUINHOS;RUA SAO BENTO;2;
ROCINHA;CHACARA ALVORADA;6;
ROCINHA;TRAV VALE;38;
ROCINHA;TRAV GALILEIA;23;CASA
ROCINHA;DIONEIA;400;
ROCINHA;ESTRADA DA GAVEA;485;APT? 67
ROCINHA;RUA DOIS;110;TRAVESSA 38
ROCINHA;RUA QUATRO  TRAVESSA 14;20;CASA 08
ROCINHA;RUA DOIS;5B;TRAVESSA 12
ROCINHA;RUA DOIS;47;BLOCO B
ROCINHA;RUA DOIS;65;TRAVESSA 19
ROCINHA;TRAV 16;125;CSA 02
ROCINHA;TRAVESSA DO VALE;8;B CASA 06
ROCINHA;TRAVESSA AMOR;1;CASA
ROCINHA;RUA 4;;BECO 13 CASA 8
ROCINHA;RUA 2;;
ROCINHA;RUA DOIS;8;CASA 2
ROCINHA;RUA DOIS;;TRAVESSA 56
ROCINHA;RUA DOIS;;TRAVESSA 35
ROCINHA;TRAVESSA DO VALE;12;CASA 7
ROCINHA;CHACARA DA ALVORADA;6;CASA
ROCINHA;ESTRADA DA GAVEA;409;
ROCINHA;RUA DA RAIA;6;FUNDOS 01  CASA 01
ROCINHA;RUA TRES;19;202
ROCINHA;LADEIRA DA CACHOPA;27;CASA
ROCINHA;ESTRADA DA GAVEA;467;CASA 5
ROCINHA;RUA DOIS;58;A
ROCINHA;RUA DOIS / TRAVESSA 42;100;CASA
ROCINHA;TRAVESSA SAMARITANO;67;CASA 3
ROCINHA;TRAVESSA VALE 3;24;
ROCINHA;RUA QUATRO;;TRAVESSA 28
ROCINHA;RUA DOIS;96;
ROCINHA;TRAVESSA PRIMAVERA;;
ROCINHA;TRAVESSA PRIMAVERA;24;
ROCINHA;TRAVESSA 1 DE JULHO;5;
ROCINHA;CHACARA ALVOREDE;14;QUARTO 101
ROCINHA;RUA DOIS TRAVESSA 13;202;5 ANDAR
ROCINHA;RUA DOIS;48;
ROCINHA;RUA TRES;59;CASA 2
ROCINHA;ESTRADA DA GAVEA 477;9;CASA
ROCINHA;RUA DOIS TRAVESSA 8;30;CASA 30
ROCINHA;RUA DOIS , TRAVESSA 8;20;
ROCINHA;TRAVESSA BELA VISTA;12;CASA 02
ROCINHA;RUA QUATRO TV 10;35;
ROCINHA;ESTRADA DA GAVEA;314;CASA 1
ROCINHA;RUA TRES;38;2 ANDAR
ROCINHA;TRAVESSA OLIMPIA;39;
ROCINHA;RUA DOIS;93;CASA
ROCINHA;ESTRADA DA GAVEA;514;302
ROCINHA;ESTRADA DA GAVEA;399;DBTB 19  C
ROCINHA;EESTRADA DA GAVEA;385;
ROCINHA;TRAVESSA UNIAO;6;BQU?
ROCINHA;;;
ROCINHA;RUA 03 SEM NUMERO;SEM NU;PROX. AO GENTIL
ROCINHA;RUA QUATRO;170;TRAVESSA 02
ROCINHA;TRAVESSA VALE;45;CSA05
ROCINHA;RUA 02 TRAVESSA 42;22;CASA 1
ROCINHA;RUA DOIS;178;CASA 13
ROCINHA;RUA QUATRO TRAVESSA DEZOITO;40;TRAVESSA DEZOITO
ROCINHA;ESTRADA DA GAVEA;199;MERCADO OSANO
ROCINHA;ESTRADA DA GAVEA;385;CASA 11
ROCINHA;ESTRADA DA GAVEA;477;APT 301
ROCINHA;RUA 02;2;TRAVESSA 17
ROCINHA;RUA QUATRO;43;CASA 15
ROCINHA;RUA DOIS TRAV 16;119;
ROCINHA;RUA DOIS;35;TRAV 8 CASA 35
ROCINHA;RUA QUATRO , TRAVESSA 03;45;
ROCINHA;RUA DOIS;;CASA 7 TRAVESSA 17
ROCINHA;TRAVESSA OLIMPICA;3;
ROCINHA;RUA QUATRO;5;TRAVESSA 10 N? 5
MANGUINHOS;AV DOS DEMOCRATICOS;144;SOBRADO 456 FUNDOS
ROCINHA;BC DA PAZ;26;CASA
ROCINHA;BECO 2;194;CASA 5
ROCINHA;TV UNIAO;14;301
ROCINHA;RUA DA FONTE;90;VILA VERDE
ROCINHA;RUA 02;55;TRAVESSA 42
ROCINHA;RUA 02 TRAVESSA 325;1;
ROCINHA;RUA 03 TRAVESSA 13;;BECO 56 SUBSOLO
ROCINHA;RUA 2 TV 13;;
ROCINHA;RUA DOIS TRAV 48;40;
ROCINHA;RUA 02;S/N;TRAVESSA 33
ROCINHA;ESTRADA DA GAVEA;470;401
ROCINHA;ESTRADA DA GAVEA;407;CASA
ROCINHA;RUA 02 TRAVESSA 13;45;APT 201
ROCINHA;RUA DA RAIA;8;CASA 08
ROCINHA;ESTRADA DA GAVEA;314;ULTIMO ANDAR
ROCINHA;RUA 04;50;TRAVESSA 18 A
ROCINHA;ESTRADA DA GAVEA;306;
ROCINHA;RUA QUATRO;23;BC 67
ROCINHA;TRAV JORDAO;;CS 01
ROCINHA;RUA DA MATA;22A;
MANGUINHOS;RUA ROSA DA FONSECA;41;CASA
ROCINHA;RUA 2;2;TV 20
MANGUINHOS;RUA DEMOCRATICOS;S/N;
ROCINHA;RUA 1 TRAVESSA 52;;MACEDO
MANGUINHOS;TRAVESSSA CORUJA;1;
MANGUINHOS;RUA NAZARE;38;
ROCINHA;RUA 4;43;CASA 6
ROCINHA;ESTRADA DA GAVEA;379 A;
ROCINHA;RUA 2 - TV 39;;
ROCINHA;RUA TRES - TRAV 13;;CS 30
ROCINHA;TRAVESSA 8;30;BECO 2
